envelope_ID,day,month,year,siteID,species,new_taxon,project,habitat,plotNR,DURIN_plot,ageClass,DroughtTrt,DroughNet_plotID,plant_nr,leaf_nr,leaf_age,plant_height,bulk_nr_leaves,wet_mass_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,dry_mass_g,stomatal_conductance(gs),spectrometry,remark,remarks_2,cutout_barcode
AVF0271,20,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Open,3,LY_O_VV_3,,,,3,3,old,16.4,,0.0488,0.377,0.431,0.432,,,,,,
ATM8917,20,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Open,4,LY_O_VV_4,,,,3,1,young,10.2,,0.0359,0.425,0.430,0.425,,,,,,
AWI6518,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),7.1,3,2,young,10.1,,0.0284,0.426,0.301,0.301,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
AXL6442,19,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),7.3,1,1,young,27.3,,0.0071,0.260,0.232,0.188,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
AQZ8791,19,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),7.3,1,1,young,17.6,,0.0061,0.359,0.296,0.284,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
AUJ9577,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,2,3,young,18.5,5,0.0097,0.251,0.417,0.224,,,,,,
AWX8079,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),7.1,3,3,old,10.1,,0.0460,0.432,0.428,0.429,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
ABS5578,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,2,3,old,18.5,5,0.0149,0.271,0.275,0.277,,,,,,
ABO5968,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,2,2,old,18.5,5,0.0134,0.274,0.233,0.272,,,,,,
BAU4307,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,2,LY_O_VM_2,,,,2,2,young,10.1,,0.0118,0.145,0.135,0.137,,,,,,
BAY2523,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,2,LY_O_VM_2,,,,2,3,young,10.1,,0.0128,0.125,0.133,0.143,,,,,,
AZW8555,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,5,LY_O_VM_5,,,,1,2,young,12.8,,0.0122,0.128,0.134,0.140,,,,,,
BAA1241,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,5,LY_O_VM_5,,,,1,3,young,12.8,,0.0172,0.128,0.133,0.147,,,,,,
ASM6249,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,5,LY_O_VM_5,,,,1,1,young,12.8,,0.0162,0.144,0.144,0.129,,,,,,
BBG8122,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,3,LY_O_VM_3,,,,3,3,young,10.5,,0.0059,0.117,0.119,0.123,,,,,,
ATU7817,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,3,LY_O_VM_3,,,,3,1,young,10.5,,0.0079,0.117,0.115,0.111,,,,,,
ASV3334,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,1,LY_O_VM_1,,,,2,1,young,15.3,,0.0148,0.105,0.810,0.790,,,,,,
AVO0976,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,5,LY_O_VM_5,,,,3,2,young,15.6,,0.0172,0.129,0.197,0.135,,,,,,
BIM1549,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,2,LY_F_VM_2,,,,1,3,young,49.8,,0.0199,0.107,0.097,0.084,,,,,,
AZQ5619,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,2,LY_O_EN_2,,,,1,1,old,13.1,5,0.0131,0.430,0.273,0.303,,,,,,
AZI7921,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,2,LY_O_EN_2,,,,1,1,young,13.1,5,0.0058,0.424,0.429,0.287,,,,,,
AYH5958,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,2,LY_O_EN_2,,,,1,3,old,13.1,5,0.0115,0.426,0.426,0.349,,,,,,
ACR5784,19,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,,,,Mature,Amb (0),9.3,1,2,young,15.1,,0.0183,0.089,0.098,0.108,,,,,,
ACP1141,19,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,,,,Mature,Amb (0),9.3,3,1,young,16.4,,0.0176,0.129,0.129,0.132,,,,,,
ACV2039,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,5,3,old,18.1,5,0.0140,0.303,0.317,0.332,,,,,,
ACJ6748,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),7.1,2,3,old,20.5,,0.0410,0.359,0.345,0.342,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
AAB5891,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,4,3,young,15.1,5,0.0093,0.268,0.258,0.232,,,,,,
AHK1173,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,4,1,old,15.1,5,0.0225,0.382,0.378,0.386,,,,,,
AHL6153,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,4,2,old,15.1,5,0.0215,0.379,0.385,0.385,,,,,,
AHM7099,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,4,3,old,15.1,5,0.0202,0.357,0.354,0.392,,,,,,
ACG7464,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,5,2,young,18.1,5,0.0075,0.124,0.203,0.215,,,,,,
ADM3225,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,5,1,old,18.1,5,0.0159,0.324,0.307,0.325,,,,,,
AGR8161,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.1,5,2,old,18.1,5,0.0147,0.246,0.236,0.321,,,,,,
ACI6862,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),9.3,2,1,old,11.6,,0.0297,0.428,0.329,0.347,,,,,,
ABZ7857,19,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,,,,Mature,Amb (0),9.3,2,1,young,14.1,,0.1140,0.113,0.104,,,,,,,
ACB7172,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),7.1,3,1,old,10.1,,0.0476,0.473,0.498,0.483,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
ACE6384,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),9.3,3,1,young,11.6,,0.0180,0.428,0.429,0.424,,,,,,
ACF3561,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),9.3,1,1,young,11.5,,0.0282,0.332,0.359,0.428,,,,,,
ACN9880,19,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),7.3,3,1,old,19.3,5,0.0113,0.420,0.296,0.277,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
ACM3655,19,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),7.1,1,1,old,40.1,5,0.0083,0.172,0.245,0.246,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
ACQ4575,19,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),7.3,1,1,old,17.6,5,0.0069,0.231,0.215,0.201,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
ACD9523,19,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),7.3,1,1,old,27.3,5,0.0081,0.200,0.221,0.253,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
ACT1617,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),7.1,1,1,old,8.5,,0.0274,0.428,0.428,0.430,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
BHT1614,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,2,LY_O_EN_2,,,,2,2,young,15.0,5,0.0091,0.215,0.185,0.225,,,,,,
AUI0622,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_O_EN_3,,,,2,3,old,13.8,5,0.0123,0.267,0.273,0.351,,,,,,
ATS6027,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,4,LY_O_EN_4,,,,3,1,young,19.0,5,0.0094,0.222,0.216,0.218,,,,,,
AVT0472,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,4,LY_O_EN_4,,,,3,2,young,19.0,5,0.0102,0.198,0.241,0.296,,,,,,
AVK3171,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,5,LY_O_VM_5,,,,3,3,young,15.6,,0.0179,0.112,0.130,0.132,,,,,,
AVC8805,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,1,LY_O_VM_1,,,,1,3,young,14.9,,0.0104,0.111,0.112,0.108,,,,,,
AUM5111,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_O_EN_3,,,,2,2,old,13.8,5,0.0131,0.296,0.326,0.302,,,,,,
BQH3070,22,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,4,LY_F_VV_4,,,,3,2,young,24.6,,0.0553,0.258,0.276,0.275,,,,,,
BQC4346,22,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,4,LY_F_VV_4,,,,3,3,old,24.6,,0.0504,0.316,0.313,0.313,,,,,,
BJY2965,22,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,4,LY_F_VV_4,,,,1,2,old,31.0,,0.1170,0.439,0.415,0.453,,,,,,
BKB4761,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,3,LY_F_VV_3,,,,1,1,old,18.1,,0.0436,0.312,0.318,0.317,,,,,,
BFU6986,21,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,3,LY_F_VM_3,,,,3,2,young,36.5,,0.0224,0.119,0.113,0.122,,,,,,
BFQ2086,21,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,3,LY_F_VM_3,,,,3,3,young,36.5,,0.0198,0.104,0.114,0.111,,,,,,
BQJ5850,22,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,4,LY_F_VV_4,,,,2,2,old,30.9,,0.0690,0.329,0.349,0.336,,,,,,
BPW2254,21,June,2023,Lygra,Vaccinium myrtillus,,Lab - Physiology,Open,0,,,,,2,2,young,NA,,0.0151,0.109,0.120,0.111,,,,,,
BQB6594,22,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,4,LY_F_VV_4,,,,3,2,old,24.6,,0.0572,0.331,0.331,0.349,,,,,,
BPY5158,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,1,LY_F_VM_1,,,,1,2,young,33.5,,0.0365,0.143,0.140,0.115,,,,,,
BQG2936,22,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,4,LY_F_VV_4,,,,3,3,young,24.6,,0.0616,0.218,0.231,0.253,,,,,,
BQA0122,22,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,4,LY_F_VV_4,,,,3,1,old,24.6,,0.0669,0.308,0.307,0.308,,,,,,
BMK3467,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,2,LY_F_VV_2,,,,2,2,young,16.5,,0.0460,0.245,0.249,0.248,,,,,,
BDO6065,21,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Forested,5,LY_F_EN_5,,,,1,2,young,28.0,,0.0133,0.201,0.180,0.185,,,,,,
ASO4951,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,2,LY_F_VV_2,,,,2,1,young,16.5,,0.0455,0.244,0.236,0.240,,,,,,
BLU3397,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,2,LY_F_VV_2,,,,2,3,old,16.5,,0.0960,0.389,0.401,0.392,,,,,,
BQI0127,22,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,4,LY_F_VV_4,,,,2,1,old,30.9,,0.0791,0.358,0.363,0.347,,,,,,
BOQ5318,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Forested,2,LY_F_EN_2,,,,1,3,old,22.3,,0.0118,0.189,0.208,0.236,,,,,,
ASG1264,19,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),7.3,1,3,old,17.6,5,0.0076,0.427,0.431,0.312,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
AUZ1311,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_F_EN_3,,,,3,3,young,14.2,5,0.0078,0.177,0.177,0.125,,,,,,
ASP1768,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,4,LY_O_VM_4,,,,1,1,young,11.9,,0.0233,0.146,0.151,0.158,,,,,,
AQT6913,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,1,LY_O_VM_1,,,,1,1,young,14.9,,0.0099,0.102,0.102,0.099,,,,,,
AUE0179,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_O_EN_3,,,,2,1,young,13.8,5,0.0081,0.205,0.182,0.198,,,,,,
AUQ0619,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_O_EN_3,,,,2,1,old,13.8,5,0.0125,0.325,0.331,0.282,,,,,,
BGH4929,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,5,LY_O_EN_5,,,,3,3,old,19.1,5,0.0139,0.332,0.344,0.353,,,,,,
BGD5563,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,1,LY_O_EN_1,,,,1,1,old,10.5,4,0.0133,0.352,0.359,0.349,,,,,,
BBH0945,20,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Open,3,LY_O_VV_3,,,,1,2,young,11.6,,0.0489,0.311,0.326,0.326,,,,,,
ASL1337,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),7.1,2,2,young,20.5,,0.0182,0.264,0.269,0.265,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
AXQ8565,19,June,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),7.3,1,2,old,27.3,5,0.0089,0.276,0.376,0.219,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
AWC3830,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_O_EN_1,,,,1,3,young,12.6,2,0.0044,0.242,0.231,NA,,,,,,
AVE9237,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_O_EN_3,,,,1,1,old,12.6,5,0.0160,0.361,0.347,0.353,,,,,,
AVP7462,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,4,LY_O_EN_4,,,,3,3,young,19.0,5,0.0110,0.220,0.216,0.210,,,,,,
AVH0795,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,4,LY_O_EN_4,,,,3,2,old,19.0,5,0.0117,0.326,0.308,0.319,,,,,,
AVL8461,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,4,LY_O_EN_4,,,,3,1,old,19.0,5,0.0124,0.301,0.277,0.331,,,,,,
ATZ2590,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,2,LY_O_EN_2,,,,2,1,young,15.0,5,0.0106,0.237,0.207,0.212,,,,,,
BIH4720,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,5,LY_O_EN_5,,,,1,2,old,,5,0.0144,0.276,0.281,0.326,,,,,,
BIF0849,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,5,LY_O_EN_5,,,,1,3,young,,5,0.0129,0.262,0.257,0.274,,,,,,
BGX3587,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,2,LY_O_EN_2,,,,2,1,old,15.0,5,0.0142,0.296,0.183,0.186,,,,,,
AWN3303,,,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),7.1,1,3,young,40.1,5,0.0073,0.152,0.147,0.166,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
AUF1300,20,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Open,4,LY_O_VV_4,,,,1,1,young,12.5,,0.0271,0.297,0.294,0.256,,,,,,
AUV8633,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_O_EN_3,,,,3,1,old,14.2,5,0.0132,0.329,0.304,0.313,,,,,,
ALP2776,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),7.3,2,2,young,17.5,,0.0400,0.226,0.247,0.241,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
AXA7341,,,2023,Lygra,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),7.1,1,2,young,40.1,5,0.0080,0.137,0.175,0.140,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
BIK1017,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,5,LY_O_EN_5,,,,1,3,old,,5,0.0145,0.321,0.318,0.311,,,,,,
ATN2894,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,1,LY_O_EN_1,,,,1,3,old,10.2,5,0.0169,0.379,0.339,0.370,,,,,,
AYQ5053,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Forested,3,LY_F_EN_3,,,,1,1,young,24.3,5,0.0099,0.187,0.180,0.195,,,,,,
ASX4358,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,4,LY_O_VM_4,,,,3,2,young,9.5,,0.0199,0.165,0.168,0.174,,,,,,
AVD1216,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,4,LY_O_EN_4,,,,3,3,old,19.0,5,0.0121,0.289,0.252,,,,,,,
AMQ2991,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),7.3,2,1,old,17.5,,0.0105,0.256,0.262,0.281,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
ALH6571,19,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),7.3,2,3,young,17.5,,0.0380,0.427,0.284,0.423,,,,"2023.07.01: Plots 7.3 and 7.1 were reversed. As of today, we have not yet reassigned these leaves to the correct plots.",,
BQT9680,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,5,LY_F_VV_5,,,,1,3,young,27.5,,0.0465,0.257,0.256,0.268,,,,,,
AZC6288,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,2,LY_F_VM_2,,,,3,3,young,53.3,,0.0227,0.107,0.109,0.101,,,,,,
BQX0952,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,5,LY_F_VV_5,,,,1,1,old,27.5,,0.0543,0.295,0.286,0.310,,,,,,
BGA7044,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,2,LY_F_VV_2,,,,3,1,young,22.0,,0.0502,0.242,0.248,0.239,,,,,,
BRY1312,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,2,LY_F_VV_2,,,,3,2,old,22.0,,0.0329,0.303,0.296,0.315,,,,,,
BSG5096,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,2,LY_F_VV_2,,,,3,3,young,22.0,,0.0476,0.252,0.240,0.243,,,,,,
BGI2827,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,2,LY_F_VV_2,,,,3,2,young,22.0,,0.0433,0.229,0.244,0.232,,,,,,
BSC5257,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,2,LY_F_VV_2,,,,3,1,old,22.0,,0.0421,0.331,0.340,0.323,,,,,,
BPO3118,20,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,1,LY_F_VV_1,,,,2,3,old,19.7,,0.0218,0.244,0.251,0.241,,,,,,
BQE8519,20,June,2023,Lygra,Vaccinium vitis-idaea,,Lab - Physiology,Open,0,,,,,1,2,old,NA,,0.0365,0.300,0.309,0.330,,,,,,
BPP7931,20,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,1,LY_F_VV_1,,,,2,2,young,19.7,,0.0274,0.204,0.214,0.194,,,,,,
BPV2352,20,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,1,LY_F_VV_1,,,,2,3,young,19.7,,0.0208,0.190,0.198,0.188,,,,,,
AZP0051,20,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,1,LY_F_VV_1,,,,2,1,young,19.7,,0.0211,0.190,0.211,0.206,,,,,,
BKR7147,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,3,LY_F_VV_3,,,,3,2,old,18.4,,0.0493,0.304,0.302,0.290,,,,,,
BQS5145,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,5,LY_F_VV_5,,,,1,2,old,27.5,,0.0780,0.322,0.335,0.332,,,,,,
ABU0456,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,1,LY_F_VM_1,,,,1,1,young,33.5,,0.0477,0.147,0.143,0.139,,,,,,
BKV1374,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,3,LY_F_VV_3,,,,3,1,old,18.4,,0.0335,0.293,0.295,0.269,,,,,,
ARZ8916,19,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,,,,Mature,Amb (0),9.3,3,2,young,16.4,,0.0220,0.142,0.138,0.127,,,,,,
BGL1159,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,3,LY_O_VM_3,,,,1,2,young,7.5,,0.0114,0.174,0.172,0.159,,,,,,
AUY4910,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_O_EN_3,,,,2,2,young,13.8,,0.0072,0.101,0.269,0.241,,,,,,
BHA1170,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,1,LY_O_EN_1,,,,1,2,old,10.5,,0.0154,0.346,0.379,0.315,,,,,,
AVS4612,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,4,LY_O_VM_4,,,,2,2,young,8.2,,0.0124,0.186,0.102,0.120,,,,,,
AUA0455,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_O_EN_3,,,,1,1,young,12.6,,0.0102,0.184,0.230,0.260,,,,,,
AWB6491,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Open,3,LY_O_EN_3,,,,1,2,young,12.6,,0.0113,0.202,0.233,0.240,,,,,,
AXI2305,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,4,LY_O_VM_4,,,,2,1,young,8.2,,0.0099,0.091,0.102,0.105,,,,,,
AVW9756,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,4,LY_O_VM_4,,,,2,3,young,8.2,,0.0118,0.111,0.108,0.106,,,,,,
AXR1670,20,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Open,4,LY_O_VM_4,,,,3,1,young,9.5,,0.0120,0.146,0.167,0.166,,,,,,
BPC3686,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Forested,2,LY_F_EN_2,,,,2,1,old,21.1,,0.0111,0.176,0.173,0.200,,,,,,
AYI3027,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Forested,2,LY_F_EN_2,,,,2,1,young,21.1,,0.0101,0.190,0.179,0.097,,,,,,
BJE1911,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,3,LY_F_VV_3,,,,3,3,young,18.4,,0.0520,0.293,0.294,0.304,,,,,,
BRB1329,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,3,LY_F_VV_3,,,,3,1,young,18.4,,0.0644,0.308,0.314,0.298,,,,,,
BPD7015,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Forested,1,LY_F_EN_1,,,,1,2,young,29.4,5,0.0107,0.113,0.124,0.169,,,,,,
BOZ3150,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Forested,2,LY_F_EN_2,,,,1,2,old,22.3,5,0.0123,0.196,0.196,0.205,,,,,,
ATF0098,20,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Forested,1,LY_F_EN_1,,,,1,1,young,29.4,5,0.0112,0.138,0.114,0.185,,,,,,
BDW0546,21,June,2023,Lygra,Empetrum nigrum,,Field - Traits,Forested,5,LY_F_EN_5,,,,1,1,old,28.1,5,0.0164,0.276,0.329,0.292,,,,,,
BLO3874,22,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,5,LY_F_VM_5,,,,2,1,young,26.9,,0.0253,0.105,0.100,0.106,,,,,,
BKY3534,22,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,5,LY_F_VM_5,,,,1,3,young,28.2,,0.0260,0.105,0.122,0.122,,,,,,
BJJ2454,22,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,5,LY_F_VM_5,,,,2,2,young,26.9,,0.0266,0.095,0.102,0.108,,,,,,
BKW4550,22,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,5,LY_F_VM_5,,,,3,3,young,32.7,,0.0174,0.111,0.101,0.101,,,,,,
BKS3204,22,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,5,LY_F_VM_5,,,,3,2,young,32.7,,0.0200,0.094,0.087,0.094,,,,,,
BLK0541,22,June,2023,Lygra,Vaccinium myrtillus,,Field - Traits,Forested,5,LY_F_VM_5,,,,3,1,young,32.7,,0.0157,0.103,0.096,0.097,,,,,,
BJD6495,21,June,2023,Lygra,Vaccinium vitis-idaea,,Field - Traits,Forested,3,LY_F_VV_3,,,,2,2,old,14.3,,0.0637,0.412,0.377,0.389,,,,,,
